Armature,[0.00,0.00,0.00,0.00],[2.79,0.00,0.00,0.00]
Armature,(0.0,-0.7,0.0,0.0,0.7),(2.8,-0.7,0.0,0.0,0.7)
Armature/Root,(0.0,0.7,0.0,0.0,0.7),(2.8,0.7,0.0,0.0,0.7)
Armature/Root/Spine1,(0.0,-0.7,0.0,0.0,0.7),(2.8,-0.7,0.0,0.0,0.7)
Armature/Root/Spine1/Spine2,(0.0,0.0,0.0,0.0,1.0),(0.6,0.0,0.0,0.0,1.0),(2.6,0.0,0.0,0.0,1.0),(2.8,0.0,0.0,0.0,1.0)
Armature/Root/Spine1/Spine2/Spine3,(0.0,0.0,0.0,0.0,1.0),(0.9,0.0,0.0,0.0,1.0),(1.5,0.0,0.0,0.0,1.0),(2.5,0.0,0.0,0.0,1.0),(2.8,0.0,0.0,0.0,1.0)
Armature/Root/Spine1/Spine2/Spine3/Spine4,(0.0,-0.1,0.0,0.0,1.0),(0.8,-0.1,0.0,0.0,1.0),(1.5,-0.1,0.0,0.0,1.0),(2.3,-0.1,0.0,0.0,1.0),(2.8,-0.1,0.0,0.0,1.0)
Armature/Root/Spine1/Spine2/Spine3/Spine4/Tail,(0.0,0.0,0.0,0.0,1.0),(0.3,0.0,0.0,0.0,1.0),(0.7,0.0,0.0,0.0,1.0),(1.1,0.0,0.0,0.0,1.0),(1.7,0.0,0.0,0.0,1.0),(2.3,0.0,0.0,0.0,1.0),(2.8,0.0,0.0,0.0,1.0)
Armature/Root/Spine1/TopFlipper.L,(0.0,-0.4,0.0,0.3,0.9),(0.5,-0.4,0.0,0.2,0.9),(1.5,-0.4,0.0,0.1,0.9),(2.5,-0.4,0.0,0.2,0.9),(2.8,-0.4,0.0,0.3,0.9)
Armature/Root/Spine1/TopFlipper.L/MidFlipper.L,(0.0,0.0,0.1,0.0,1.0),(0.5,0.0,0.0,0.0,1.0),(1.5,0.0,-0.1,0.0,1.0),(2.5,0.0,0.0,0.0,1.0),(2.8,0.0,0.1,0.0,1.0)
Armature/Root/Spine1/TopFlipper.L/MidFlipper.L/BottomFlipper.L,(0.0,0.0,0.0,-0.1,1.0),(0.5,0.0,0.0,-0.2,1.0),(1.5,0.0,0.0,-0.1,1.0),(2.5,0.0,0.0,-0.2,1.0),(2.8,0.0,0.0,-0.1,1.0)
Armature/Root/Spine1/TopFlipper.R,(0.0,-0.4,0.0,-0.3,0.9),(0.5,-0.4,0.0,-0.2,0.9),(1.5,-0.4,0.0,-0.1,0.9),(2.5,-0.4,0.0,-0.2,0.9),(2.8,-0.4,0.0,-0.3,0.9)
Armature/Root/Spine1/TopFlipper.R/MidFlipper.R,(0.0,0.1,-0.1,0.1,1.0),(0.5,0.1,-0.1,0.0,1.0),(1.5,0.1,-0.1,-0.1,1.0),(2.5,0.1,-0.1,0.0,1.0),(2.8,0.1,-0.1,0.1,1.0)
Armature/Root/Spine1/TopFlipper.R/MidFlipper.R/BottomFlipper.R,(0.0,0.0,0.0,0.2,1.0),(0.5,0.0,0.0,0.1,1.0),(1.5,0.0,0.0,0.2,1.0),(2.5,0.0,0.0,0.1,1.0),(2.8,0.0,0.0,0.2,1.0)
Armature/Root/Head,(0.0,0.7,0.0,0.0,0.7),(0.5,0.6,0.0,0.0,0.8),(1.5,0.7,0.0,0.0,0.7),(2.5,0.6,0.0,0.0,0.8),(2.8,0.7,0.0,0.0,0.7)
